rating,reviewContent
2,"the sound is really standard, I think it's really surround, there are no screw holes attached to the wall, just a table, just the screen, it doesn't really have HD on it, it's on a computer screen, the picture is broken, broken, and playing, if you use a flash, it's better if the picture is broken a little, the fine price is sent according to the specified schedule"
2,"when I bought an asus lazada laptop it died, I used it for weeks, it just died, I brought it to the service center, it died, I took it home, it's good, I'm responsible for replacing the Asus machine, you know, it doesn't work, it's not accidental, it's an asus lazada product"
2,"The contents, yes, the datascript sticker, my friend, arrived, you know"
2,"I changed the goods, thought back to the money according to PES"
2,"I don't recommend plugging in AC to DC, it's different, don't check"
2,if the item is original
2,Tera stock Click buy wrong please be ok
2,credit
2,item condition as per info
2,"sorry, sis, for the review, I tried the picture, why isn't it blurry?"
2,"cheap stuff, not cheap, the picture is pretty ok, the pixel details, the picture is broken, buying stuff doesn't get a warranty card, the seller doesn't take responsibility"
2,I am satisfied
2,item arrived thanks lazada
2,"Thank you, Lazada, the item has been packaged, but it doesn't match the flashdisk image."
2,send estimated goods send together inch sen order send differently if the product is champion
2,capacity according to gigantic storage
2,disappointed tv like tv product fail not good black and white broadcast partly
2,unused goods damaged
2,"I received the package in the evening, I opened at night, wrapped neatly, packed wood, wrapped bubble plastic, the TV didn't turn on the green indicator light, pressed the remote"
2,the goods are so extraordinary that they don't arrive for a week
2,send it quickly honey sound sond down tv lousy
2,not real picture tulis usb dateng
2,no bracket
2,"until quickly, I was disappointed to see cheap malls hehe"
2,How about installments if you don't have a credit card
2,credit
2,item condition as per info
2,"Disappointed with the advertisement for the production selling unit, send remote, standard video advertisement, all that's left is to wait for the bonus speakers, hopefully sending buying suggestions is not complicated."
2,"According to the gold image, just send it according to our pleasure to shop at Lazada"
2,send
2,"sorry star, I'm a moon fox using an LCD, the completeness is lazada tcl lgsg, because I bought lazmal, if you respond quickly, give me a solution, fox star, lg star"
2,good stuff g y hope it fits good
2,format movie mkv gp
2,"I wrote it, I didn't really check it, I reformat it, I don't think it's cheap"
2,"I'm disappointed that the flashdisk is good, but it's broken, connect the cellphone to read"
2,"The type of item, the second-hand price is said to be expensive, the market price of the charger is stable, please contact the Lazada team, pay attention to the type of second-hand item"
2,Items sent as shown
2,cheap technology ram gb rom gb slow gsm it's good for reading documents doesn't affect low specs
2,"I have received the brg, but I'm lazy to return according to the price, thanks"
2,"the wifi net function is the cellphone wifi network, the tv network can't even fit"
2,send old online shopping history
2,min cd ngk
2,"why don't you have a remote, don't have a guidebook"
2,"Using the missing song, sorry to give a star, I'm not satisfied with the item"
2,it came complete for the mur pangkon tv stand the management date how is it going to go back to watching tv when the cupboard is lousy
2,send sunday super volume sound over sound different inches volume just kicking sound times pictures are reasonable cheap price quality
2,"it's free to install, but when you use it you can see that Windows installs the trial version, it's not permanent, you're disappointed when you spend money to install Windows"
2,min cd ngk
2,"goods received, pick up, courier, refuse, between homes, on the basis of goods, on motorbikes, between people on pillion, complete with goods, screws, TV stands, found in a box"
2,Tera stock Click buy wrong please be ok
2,nice easy and durable
2,"why don't you have a remote, don't have a guidebook"
2,send flash sale seeds come packing wood check one broken one sad
2,unfortunately hisense pureshot cdma supports the otg feature
2,star bonus week x less stars
2,"Send me, I'm disappointed, tol, to the front, pay attention to the rainbow, I'm not disappointed"
2,How about installments if you don't have a credit card
2,"PC runs smoothly, just try strange unsupported car audio files"
2,"Why is the sound of the laptop noisy, yes, the hard disk fan"
2,send sunday super volume sound over sound different inches volume just kicking sound times pictures are reasonable cheap price quality
2,"The response was fast, neat, PES Cruzer Glide, send the Cruzer Edge, don't have time to return the item, just use it. To order, please be careful, bro"
2,goods received pure gb only gb read fast transfer up mbps fast transfer mbps fast transfer mbps an ori gin ya
2,send sunday super volume sound over sound different inches volume just kicking sound times pictures are reasonable cheap price quality
2,little way
2,"the tv as a gift bracket says it's cancelled, send it thx"
2,"Assalamualaikum, the price is very strong"
2,"easy ordering process, fast delivery, external goods are good inside, move the file save because the file is lost, corrupt, the incoming file is lost, the save file is recommended, it's better to buy directly at the gadget accessories shop"
2,"Why is the sound of the laptop noisy, yes, the hard disk fan"
2,giga product contents open file
2,"try it doesn't turn on, the cas position doesn't turn on, the battery is on off, it doesn't turn on, please make sure the lock is open"
2,"The error file is not read, the file is entered"
2,bid gave
2,tv received rear seal
2,"How come the TV is different, isn't it like the current model, isn't it like the speacker is weird, I sent it right when it arrived like Gin, hemmmm, the courier from Lazada, I've been very friendly, the service from the shop is muas"
2,"Plug in the Android phone, don't read it, the laptop is safe"
2,title description correct title write smart tv description not explained a lot gadoin micin nih seller
2,my item is defective and can't it be returned
2,item received unfortunately part missing
2,microsoft use buy disappointed
2,cheap tv quality prices ky gin don't expect to get good quality win brand just regret using aqous lcd lbh jozzz I'm loakkkin this tv prettttt
2,why does the touchpad function lazada returns the product writes back the product appears bad
2,no bs pkai voucer goes points gk more
2,"maybe the price is that much, unfortunately the OTG makes it a bit annoying, the problem is sometimes I can't read, fortunately my PC can read"
2,good model unfortunately the sound of the television is sometimes loud and disappears buying a second tv is just the risk of buying online good quality goods second hand
2,no color
2,fast stuff adapter charger no laptop bag laptop guidebook warranty card dos package disappointed forced to buy the shop because it's already used
2,"Fast processing tonight, order tomorrow afternoon, the item is safe or the battery is wasteful, try using it for hours in battery saver mode"
2,good stuff according to the ad no bracket
2,buy don't use
2,"hmm, it's good that it doesn't read the files copied"
2,"just send it quickly, thank you"
2,"description of playing movie music via a flashdisk when I tried the USB port, only service only, I regret buying a TV, I was wrong about buying a TV because I said I could play movies via USB with the Sharp brand"
2,size yaw
2,
2,good stuff according to the picture or cassette
2,"ordered hard disk on June, gosend facility hasn't arrived yet, please process"
2,digital
2,the flash doesn't work
2,sometimes unplugged
2,scratched screen I don't know how to change k
2,"The type of item, the second-hand price is said to be expensive, the market price of the charger is stable, please contact the Lazada team, pay attention to the type of second-hand item"
2,handsfree data cable buy hot sale
2,"Disappointed with the advertisement for the production selling unit, send remote, standard video advertisement, all that's left is to wait for the bonus speakers, hopefully sending buying suggestions is not complicated."
2,item okay courier unboxing try to turn on don't say fast cancel buy
2,"Goods, safe delivery, count fast, disappointed because of the inch inch HDD hard case"
2,"x I'm disappointed with the goods from lazada and the disk doesn't have a hologram, pack the original gb gb sandisk"
2,"I was disappointed when I tried to enter the data smoothly when I moved the data, the data, the data, the data was lost, okay"
2,"Sending different products, returns are lazy"
2,good stuff send
2,klo nyimpan file folder file empty
2,disappointed that it wasn't used
2,long virus
2,Pay for the Bogor location using Lazada
2,"the goods have been received, the defects are many scratches exchanged"
2,the heart is also deceiving at a cheap price
2,disappointed
2,"Sorry, the flash drive can't be forced to return"
2,thank God the goods didn't pack bubble wrap z sent pretty fast today z ordered noon tomorrow afternoon natural shopping then sent quickly courier ninja not friendly different courier jne buy led until check then install lgsg courier settings too
2,"Assalamualaikum, the price is very strong"
2,credit dg home credit g
2,nope cd raw a projector plug image back
2,klo nyimpan file folder file empty
2,goods okay cheap appeal send week use goods quickly complain livechat x standard answer follow up complaints cs fanpage fb tomorrow goods sent immediately
2,the bracket is not available in this case must sprayer order
2,"estimated date of receipt of May, uh, April arrived, thanks lazada ninja express."
2,"the goods are okay, send Widich really Sunday, coy"
2,"the goods arrive, they don't send faster via lex than jne"
2,order date des send gosend item received not yet strange status sent item received strange status clock order item clock sent incorrectly tried to contact seller not responding try contact lazada answer standart solution really disappointed deception
2,"Sent according to estimates, some LCD service spots were confused because there was no warranty purchase receipt"
2,"ordered to pay for the product, arrived the product, please process it to return the funds"
2,"I just received the TV, just the soundbar according to the promo bundling."
2,damaged goods can't read hp
2,Disappointed by using a laptop
2,Please send items I really need for school work
2,pake window bit gx ya
2,flashdisk x error continues after the contents of the files disappear disappointed
2,"packing using a wooden cardboard box, the TV has holes in it, fortunately the condition of the TV is ana"
2,nope cd raw a projector plug image back
2,"For lazada, packing the goods is quite fast, doesn't fit the courier service, use lazada post Indonesia, the goods really hold up, the Indonesian post, take the Indonesian post office, the gifts for the Indonesian postal mat are really overloaded, I hope the courier chooses to buy, it's okay to pay right"
2,"I wrote it, I didn't really check it, I reformat it, I don't think it's cheap"
2,it came okay after updating windows trouble laptop black screen indicator light on battery full of disappointment
2,packing save send according to schedule of course
2,"enter, enter the file is damaged"
2,do you live in Semarang district where I live?
2,"TV is good, TV doesn't put the TV table because I can't see it with the TV, it's dark, I put the TV"
2,the tv is really ok the courier received the item
2,video input vcd player color image black and white screen only tv color screen image
2,"bro, just cancel, it's been a week, just waiting for the process, no pennies"
2,"it's good, but the USB doesn't work"
2,"Using the notebook, it turns off, admin, when it falls in contact with water, etc., the screen turns on, the info is disappointed"
2,"Blom message, yes, it has exceeded the estimate"
2,segel second
2,"Like products, accept defects, complain chat, Acer is indifferent to telephoto regarding product defects, accept intention, forced replacement, refund seller funds, Acer cares about customer defects, thank goodness, Lazada returns funds, thank you, Lazada protects the customer"
2,"thank you, cheap cheap stuff, unfortunately the file size error function if you can't use it, you're stupid disappointed because you trust the goods"
2,thank God the goods didn't pack bubble wrap z sent pretty fast today z ordered noon tomorrow afternoon natural shopping then sent quickly courier ninja not friendly different courier jne buy led until check then install lgsg courier settings too
2,black
2,good stuff doesn't match the picture different shapes good bonuses good good
2,Mark Sandisk
2,"movies or songs playing from flashdisk errors, all error movies can't play"
2,"the sound is really standard, I think it's really surround, there are no screw holes attached to the wall, just a table, just the screen, it doesn't really have HD on it, it's on a computer screen, the picture is broken, broken, and playing, if you use a flash, it's better if the picture is broken a little, the fine price is sent according to the specified schedule"
2,Please send items I really need for school work
2,pack open yesterday's address
2,wooden packing goods was was fortunately broken received tv warranty sticker coocoa off if I don't claim warranty anymore
2,"Anyway, I'll change it according to the correct post, but I'll send it, wait in good faith"
2,advertising quota bonus items don't send
2,"I'm sorry for the star, the goods until the remote function, I hub cs, replace the battery, my side dishes, my goods are back, lazada's response is back, the goods are fast, I hope the funds will return quickly, buy a TV"
2,Disappointed because the item does not match the picture
2,don't wear it
2,capacity gb
2,The item arrived quickly
2,"The contents of the children's video collection, see YouTube, the quality of the video is good"
2,"I was disappointed when I sent bombs, I received the status of the message, I'm sorry, don't make people think bad things about other people"
2,"Disappointed ordered on September, the item arrived on October, the courier didn't give me any news. I don't recommend the main warranty card. Don't give it. Look for a seller."
2,frustrated
2,gan bener inch inch
2,flashdisk error file entered there damaged
2,If you send it to Karawang or not
2,"the wifi net function is the cellphone wifi network, the tv network can't even fit"
2,"the goods have been received, the packaging is neat, the remote is damaged, it cannot be exchanged"
2,items electrocute lcd shadow bonus gk as well as money
2,Pay from the date the item is still in the process of writing an estimate for sending it on this date
2,order gb when checking laptop cma gb
2,pake window bit gx ya
2,"The TV remote function is a solution, fortunately using the Android TV remote application, the remote uses a cellphone"
2,buy pos ronda
2,"Assalamualaikum, the price is very strong"
2,"I have received the goods for a few days, I can smell the smell of being burnt, thanks seller"
2,"good stuff, thanks philips, ordered in the morning des."
2,no
2,"please seller lazada warranty, how do sound goods appear, disappear, then how to take care of it"
2,item received notice sent
2,good stuff fast delivery message yes pes sama
2,please show
2,buy a hard drive to watch TV doesn't support smart tv I really regret buying it
2,"I'm disappointed that the flash drive has less GB capacity, so I can't connect OTG, how about expensive money, I can't connect OTG"
2,"the item is ok, when I use it, I move the flash memory card, but it doesn't open, the file is damaged"
2,Disappointed that Lazada provides installment services with credit card billing practices for confirmation of consumer trap cases
2,"Min, I'm sorry, what's the process for credits, please let me know, thanks"
2,"the item matches the picture, it's good, the normal function is for the flash drive, the installer for the partition product, if it's for saving files, it's okay for movies, it's okay, nali lcd tv thanks"
2,sending it good using wrap when opening the tipi like a curve gtu product review is pretty good the price is that much doubtful dvb t dvb t
2,gb
2,"the item is damaged, the error function is really bad"
2,goods received pure gb only gb read fast transfer up mbps fast transfer mbps fast transfer mbps an ori gin ya
2,"fast delivery, received bubble warp, packing wood, picture description of good goods, received goods according to the picture, the description of goods, added the market application, the YouTube browser, sometimes it freezes again, hopefully the process will return, the goods are working, thank you Lazada"
2,windows original
2,"My message didn't reach one day service, I used a gojek"
2,"I ordered Sunday, how come it hasn't arrived now"
2,tv of msh bsr rumah ku
2,thank God the goods didn't pack bubble wrap z sent pretty fast today z ordered noon tomorrow afternoon natural shopping then sent quickly courier ninja not friendly different courier jne buy led until check then install lgsg courier settings too
2,samsung
2,"Disappointed, the goods are ready, the capacity, the problem, the goods are slow, the process is recommended, order the goods, you will be disappointed"
2,"admin, the goods have arrived, only the skin sent is very impolite to parents"
2,"the remote function, even though it's using the battery"
2,really think big picture
2,"I've been waiting for the bomb until I'm already excited, it's better to send the Indonesian Postal Lex Courier, I've given the wrong receipt number, I'm disappointed"
2,"Sent according to estimates, some LCD service spots were confused because there was no warranty purchase receipt"
2,"good stuff, thanks philips, ordered in the morning des."
2,pay
2,"the item has been tried remotely, the tree does not function well"
2,"The item arrived really quickly, the packing was also neat, when I tried the computer flash, read the save, try to move the video flash, write the flash drive is damaged, how can I change it, how can I really need the flash before I'm in July, please cooperate with me"
2,flashdisk save the lost video file delete
2,flsdsk is not used
2,not in accordance with expectations because trying to fill in the file doesn't read the appeal with the kw message flash alias steel
2,remote bisaconnect bluetooth tv pairing pdhal penct home kiri
2,"The flash drive doesn't use it when it saves photos, videos, takes it out, then doesn't read, good quality"
2,"Ordered Sunday, Tuesday, it's a shame you don't use it when you attach it to your cellphone"
2,"PES item on June, received Tuesday, June, fast, the screen is on. Gar, please exchange trust, subscribe to the number"
2,Tera stock Click buy wrong please be ok
2,gold fast goods function no abal abal thx lazada
2,"manual searching products immediately turn off the indicator is on, profit shopping lazmall, return shopping goods at dilazzmall, don't worry about damaged goods, thanks lazada"
2,microsoft use buy disappointed
2,"Unbox the item quickly, the picture is good, it doesn't match the promise, the VIP card doesn't buy the pay date, just flip through the cardboard looking here and there for the VIP card"
2,tb that price
2,please show
2,"the goods received are hard to get from the post office, please don't send PosIndonesia services"
2,smart hub function try tuesday return item
2,Neat packing. Documents move. Read open play
2,"TV is good, TV doesn't put the TV table because I can't see it with the TV, it's dark, I put the TV"
2,flash disk using otg how to use it again when sending checks
2,alhamdulillah the tv is safe in kalimantan sent not according to the message
2,"Good stuff, buy a flash sale, the price is rb, it makes you disappointed, the price for foash sale, rb, matches the price, strike out the flash sale"
2,flash disk thesis uses a flash disk to read mp format mp songs using burao shop documents
2,"sorry star, I'm a moon fox using an LCD, the completeness is lazada tcl lgsg, because I bought lazmal, if you respond quickly, give me a solution, fox star, lg star"
2,items do not use reformat
2,save files
2,laptop line replace prodoct yes
2,"When I check, I don't think I'm annoyed"
2,the item according to the picture saves the file format it keeps sucking
2,change your mind
2,"good stuff, packing safety, how come the warranty card can't claim how come"
2,"Assalamualaikum, the price is very strong"
2,don't save files
2,"the goods have been received, the defects are many scratches exchanged"
2,"Good stuff, buy a flash sale, the price is rb, it makes you disappointed, the price for foash sale, rb, matches the price, strike out the flash sale"
2,"gb doesn't use it, if you copy data, sometimes it reads, sometimes it doesn't"
2,credit
2,"Sending a wooden protective laptop package is dangerous because you are worried that on the way, the shock will fall on a pedestal of excess goods"
2,"the price range, measure the capacity of gb, the quality is disappointed, the flash disk saves the file, the file is directly corrupted, because it has a virus, when you save the file, it is directly corrupted, open it"
2,Why not click buy and add to cart?
2,"buy, ehh, the data cable fan doesn't work, how about it, it's free, I'll give you the original base, please follow up, thank you"
2,"The battery runs out quickly, the charge is electrocuted, it's not neat, check, I hope it's not slow"
2,"The item arrived quickly, Monday, arrived on Wednesday, the packaging is good, the laptop cursor can't just use the mouse, how come, min"
2,atv can't edit location and chanel can't move from serial number etc. chanel atv messes because it can't set the order of chanel tv please be bright y coocaa how can cr edit chanel atv
2,credit
2,"item a g is good, it doesn't save, it's a shame I don't use it"
2,flashdisk read gb dear copy paste the file read open
2,Neat packing dear error item
2,good stuff send
2,packing fragile
2,why does the touchpad function lazada returns the product writes back the product appears bad
2,price drop paying subscribers are disappointed
2,"alhamdulillah, the message product mi smart tv is disappointed, the smartfren paper has holes in the card, the quality of the product is setup, net connectivity, wi fi, multimedia flash, usb port, read a little what is this tv, if you connect a usb, you can't read wi fi, it's really complicated, a lot of smart tv, samsung tcl or lg brand tv, simple alternative menu plus no complicated features"
2,good material for sturdy aluminum stainless cases
2,wooden packing goods was was fortunately broken received tv warranty sticker coocoa off if I don't claim warranty anymore
2,d pack
2,"the item is ok, the capacity is lying, isn't it gb, check how much you use, can't delete the format, but the capacity is 10,000 gb"
2,real goods slow capacity file transfer price quality
2,packing is dangerous packing plywood bubble wrap
2,change your mind
2,received item try monday august laptop hit by fan exactly wrong forum thread msi cant send url review direct seller official page msi sells immediately seller misunderstood msi laptop good good product price buy please laptop natural good luck
2,Disappointed using receiving files moved very disappointed
2,"don't use data, don't enter"
2,"I changed the goods, thought back to the money according to PES"
2,"gb real capacity, use daily, files are easily corrupted, immediately lose the heart of the file"
2,"As expected, the original capacity is real, unfortunately the transfer speed is slow, buy it, definitely buy the original"
2,item send pictures
2,disappointed send
2,item okay courier unboxing try to turn on don't say fast cancel buy
2,"the goods are okay, the capacity is appropriate, I'm sorry I can't give which star is the star because it's blue"
2,good stuff according to the picture or cassette
2,goods arrived
2,"the price is okay, the tv accepts the list, open it, worry, open the list, if the qc looks like it doesn't pass"
2,"the goods arrive, they don't send faster via lex than jne"
2,The item arrived quickly
2,don't use usb
2,"the item can't save the file, the remaining GB can have an error"
2,"bro, little or not"
2,read files
2,touchpad doesn't work
2,"the real pic doesn't fit my cellphone socket, it's small, it doesn't use it"
2,"it's a shame it's slow to download the application, the battery runs out quickly"
2,expensive postage
2,it's appropriate to write gb files for north korea ahh move the film you can just gb there the storage space is gb gb only
2,"Why did the process fail, I ordered"
2,"Invoice goods, defective goods, when buying lazada, success, bad luck"
2,real capacity gb dare test h test test capacity
2,pay the house
2,"Anyway, I'll change it according to the correct post, but I'll send it, wait in good faith"
2,it came complete for the mur pangkon tv stand the management date how is it going to go back to watching tv when the cupboard is lousy
2,try if sending lex has reached the deadline for sending
2,use the flash
2,goods arrived
2,disappointed with the GB specifications when I checked for corrupt GB
2,item received condition using windows up according to description sadly read android phone
2,"TV is good, not disabled, it's a pity that the quality of the TV is bad, Lazada, it's really cool to send it quickly"
2,"it's ok, like that line, it's easy to last so you don't regret buying Ladaza"
2,clear picture
2,blackboard tv stuff hadeeeh
2,"it's free to install, but when you use it you can see that Windows installs the trial version, it's not permanent, you're disappointed when you spend money to install Windows"
2,goods arrived
2,"Disappointed ordered on September, the item arrived on October, the courier didn't give me any news. I don't recommend the main warranty card. Don't give it. Look for a seller."
2,my item is defective and can't it be returned
2,"When I ordered the item, when it arrived, the item changed to another model, the price is cheap, compensation, how are you"
2,let the stars speak
2,"Sent according to estimates, some LCD service spots were confused because there was no warranty purchase receipt"
2,"the price is quite cheap, the results are also disappointed, the color image signal is not good"
2,Send the ordered goods according to the customer's confirmation blank items when checking the price of the goods accept the lower price of the ordered goods please next order the ordered goods ready blank please confirm the purchase satisfied subscribe thank you
2,"I haven't tried the flash drive yet, give it a star"
2,"Using the notebook, it turns off, admin, when it falls in contact with water, etc., the screen turns on, the info is disappointed"
2,boss location
2,"I am satisfied with the goods I received, the TV likes to turn off the sound, sometimes it is loud, it makes me surprised, disappointed"
2,cheap technology ram gb rom gb slow gsm it's good for reading documents doesn't affect low specs
2,"the service for sending goods is not the destination address because my address is still a regency, lg goods, take the city of the province, postage, add another destination address"
2,"it looks good, why is the GB RAM sometimes the application itself is Xiaomi GB, it doesn't look like that"
2,"Order red, give thin black, how about a big shockproof case like NDS XL, send it"
2,hot things
2,"Yesterday I gave a star after I tried to use the laptop and it was very slow, I tried to install the office, didn't it because it was slow first and couldn't finish it until the afternoon didn't finish installing the office, but the seller's solution"
2,"it doesn't work, my boss is good"
2,"the real pic doesn't fit my cellphone socket, it's small, it doesn't use it"
2,"good stuff, fragile plastic material, sent a fast courier, yeah, dear, lazada logistics is professional, serving consumers, goods are paid for, the date the status is ready to hand over the courier, eh, yes, it's really ready to be handed over by the courier, wow, that's really good."
2,bid gave
2,it's okay broken leg
2,"item a g is good, it doesn't save, it's a shame I don't use it"
2,my item is defective and can't it be returned
2,"good, sent pretty much almost a week, the flash drive can't use it to open the data file"
2,the item with the remote function without the tv button as a result the tv can't turn on where is the remote exchange please help ikedo store
2,"Goods received sent quite fast Selling pay attention to TV storefronts Selling bonuses for free TV bracket only brackets don't postage included Rp sent according to the notes when checking the receipt included the Cobra Expedition it turned out that the consumer lost the shop, except for finishing it"
2,"the item can't save the file, the remaining GB can have an error"
2,mayan
2,send packing satisfied goods receive defects
2,neat packing bonus cheap price good seller but fake can't save video
2,"Sorry, I'm so disappointed that the flash drive can't"
2,"good packaging, good wooden design, rich cheap tv, bad picture quality, cheap price, yes, pale color, difficult to set the barrier, the information menu appears, optimal picture settings, good sound quality, tv"
2,"I received the package in the evening, I opened at night, wrapped neatly, packed wood, wrapped bubble plastic, the TV didn't turn on the green indicator light, pressed the remote"
2,goods okay cheap appeal send week use goods quickly complain livechat x standard answer follow up complaints cs fanpage fb tomorrow goods sent immediately
2,credit cut
2,good model unfortunately the sound of the television is sometimes loud and disappears buying a second tv is just the risk of buying online good quality goods second hand
2,save data quickly set open data lost disappointed
2,digital tv doesn't catch on for the purwokerto area
2,windows original
2,credit cut
2,"Fast delivery, neat packaging, the flash drive function is broken"
2,"I'm sorry I bought cod when the goods came because the wooden packaging was good. Open the cracked screen. Claim the goods back. Lazada was disappointed because I used TV for Eid al-Adha, please follow up, cooca, thank you"
2,"Bro, I ordered blue and red"
2,don't use car tape
2,item send pictures
2,msi tab storage ready or not
2,"warranty book, for example, look for a warranty book"
2,it came okay after updating windows trouble laptop black screen indicator light on battery full of disappointment
2,"Flash doesn't contain the file, I've tried formatting but it doesn't contain the file, I'm disappointed"
2,The smartfren bundling doesn't mean why the Smartfren bundling ad
2,good flashdisk damaged not used
2,"penny, status date, tracking date, date, date, no news that you need goods in Depok"
2,"good stuff, packing safety, how come the warranty card can't claim how come"
2,gan bener inch inch
2,bs credit
2,item received cream cd windows home bit driver software install hard area cd windows ori software
2,forced write flash messages are not functioning normally files stored in lost
2,size yaw
2,where to write gb flashdisk write gb doesn't fit
2,black
2,item received cream cd windows home bit driver software install hard area cd windows ori software
